flat_type,price,flat_price,address,location,location1,buildup_area,buildupArea_sqft,avg_price_sqft,avg_price_thousands,age_of_property,new_age,which_floor,furnishing,project_name,brokrage,carpet_area,bedrooms,bathrooms,balcony,parking,about_property
3 BHK Flat,4.3 Cr,4.3,"Oberoi Sky City Tower E, Magathane, Borivali East, Mumbai",Borivali East,Borivali East,1520 sq.ft,1520,₹28.29 K/sq.ft,28290.0,1 Years Old,1,Lowerof 61 floors,Unfurnished,Oberoi Sky City Tower E,4.3 LacsAccess Zero Brokerage Properties,1074 sq.ft,3,3,No Balcony,2 Covered Parking,"Available 3 BHK Flat for sale in Oberoi Sky City , Borivali East . More About This Property Looking for a good 3 BHK Flat in Borivali East, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor 17. Total number Read More"
1 BHK Flat,2.25 Cr,2.25,"Dadar West, Mumbai",Dadar West,Dadar West,550 sq.ft,550,₹40.91 K/sq.ft,40910.0,3 Year Old,3,Higherof 21 floors,Fully Furnished,,2.3 Lacs(Negotiable)Access Zero Brokerage Properties,2.25 Cr,1,2,No Balcony,No Parking,"Resale Flat at new building,  one Bhk  flat 470 carpet area  Two Corer Twenty five Lacks only nigo. 21 th floor with lift, North Entrance, Rcc frame structure with earthquake resistance, building  will have 2 elevator of high repute, underground and Read More"
1 BHK Flat,1.1 Cr,1.1,"Ajmera Greenfinity, Bhakti Park, Wadala East, Mumbai",Wadala East,Wadala East,463 sq.ft,463,₹23.76 K/sq.ft,23760.0,1 Years Old,1,Middleof 22 floors,Unfurnished,Ajmera Greenfinity,1.1 LacsAccess Zero Brokerage Properties,341 sq.ft,1,1,No Balcony,1 Covered Parking,"It is a
superb property and offers an excellent view. The flat is
semi furnished with multiple amenities and promises a
comfortable stay. It is Feng Vaastu compliant, which is
considered to bring positive energy. The appeal of the flat
has been increRead More"
3 BHK Flat,2.6 Cr,2.6,"I C Colony, Borivali West, Mumbai",Borivali West,Borivali West,1200 sq.ft,1200,₹21.67 K/sq.ft,21670.0,1 Years Old,1,Middleof 20 floors,Unfurnished,,2.5 LacsAccess Zero Brokerage Properties,2.6 Cr,3,3,No Balcony,1 Covered Parking,"Check out this 3 BHK Flat for sale in Borivali West, Mumbai. This 3 BHK Flat is perfect for a modern-day lifestyle. Borivali West is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Flat for sale now. It iRead More"
2 BHK Flat,2.7 Cr,2.7,"Supreme Elenor, Deonar Village, Govandi, Mumbai",Govandi,Govandi,1200 sq.ft,1200,₹22.50 K/sq.ft,22500.0,1 Years Old,1,Higherof 16 floors,Semi Furnished,Supreme Elenor,2.7 LacsAccess Zero Brokerage Properties,757 sq.ft,2,2,1,1 Covered Parking,"Supreme Elenor is a luxury project located in Mumbai Harbour, Mumbai. The project offers 72 Units spread over an area of 0.04 acres. The project offers luxurious and spacious apartments that come with a well-ventilated and well-lit homes. The apartmeRead More"
3 BHK Flat,3.56 Cr,3.56,"Runwal Bliss Wing C, Kanjurmarg East, Mumbai",Kanjurmarg East,Kanjurmarg East,1437 sq.ft,1437,₹24.77 K/sq.ft,24770.0,1 Years Old,1,Higherof 50 floors,Semi Furnished,Runwal Bliss Wing C,3.5 LacsAccess Zero Brokerage Properties,965 sq.ft,3,3,1,2 Covered Parking,This flat is an investor flat and investor is in hurry to sell this. The flat is very nice and vastu compliant.  This is two minutes drive from eastern express Highway and jvlr. The Flat is having very good sunlight and breeze. The Complex is one of Read More
3 BHK Flat,5.75 Cr,5.75,"Shapoorji Pallonji Vicinia, Sainath Nagar, Powai, Mumbai",Powai,Powai,2400 sq.ft,2400,₹23.96 K/sq.ft,23960.0,2 Year Old,2,Middleof 20 floors,Unfurnished,Shapoorji Pallonji Vicinia,5.8 LacsAccess Zero Brokerage Properties,1645 sq.ft,3,2,2,2 Covered Parking,"Available For Sale 3.5 Bhk with 2 Car Parking 1645 Sqft Carpet Untouch Flat Shapoorji Pallonji Vicinia Powai. More About This Property A 3 BHK Flat for sale in Powai, Mumbai. This beautifully designed 3 BHK unit with all the modern-day comforts is onRead More"
2 BHK Flat,25.5 L,0.26,"Nakshatra Residency, Saphale, Mumbai",Saphale,others,790 sq.ft,790,₹3.23 K/sq.ft,3230.0,1 Years Old,1,Higherof 4 floors,,Nakshatra Residency,"49,999Access Zero Brokerage Properties",529 sq.ft,2,1,2,1 Open Parking,"Looking for a 2 BHK Flat for sale in Mumbai? Your search ends here. Buy this 2 BHK property in Mumbai's finest location, Saphale. It is on floor 3 out of 4 floors. This Flat is available at a reasonable price of Rs 25.5 L. The built up area of this pRead More"
1 BHK Flat,1.45 Cr,1.45,"Amardeep Anutham, Sane Guruji Nagar, Mulund East, Mumbai",Mulund East,Mulund East,560 sq.ft,560,₹25.89 K/sq.ft,25890.0,1 Years Old,1,Middleof 23 floors,Fully Furnished,Amardeep Anutham,1.4 LacsAccess Zero Brokerage Properties,435 sq.ft,1,1,No Balcony,1 Covered Parking,"1 BHK Flat for sale in Mumbai. This property is in Mulund East, which is a coveted investment location. This tastefully designed 1 BHK unit is among Mumbai's best properties. Contact now for more details. This property in Mumbai is on floor 14. The tRead More"
4 BHK Flat,9.39 Cr,9.39,"Transcon Triumph, Mangroves Forest, Andheri West, Mumbai",Andheri West,Andheri West,3300 sq.ft,3300,₹28.45 K/sq.ft,28450.0,3 Year Old,3,Middleof 30 floors,Semi Furnished,Transcon Triumph,9.4 LacsAccess Zero Brokerage Properties,2187 sq.ft,4,4,2,3 Covered Parking,"A 4 BHK Flat for sale in Andheri West, Mumbai. This beautifully designed 4 BHK unit with all the modern-day comforts is one of Andheri West's most desired properties. Contact now for more information. This 4 BHK unit is on floor 16. There are 30 flooRead More"
2 BHK Flat,2.7 Cr,2.7,"Kalpataru Woodsville Chandivali, Sainath Nagar, Powai, Mumbai",Powai,Powai,1000 sq.ft,1000,₹27 K/sq.ft,27000.0,1 Years Old,1,Middleof 18 floors,Unfurnished,,2.7 Lacs(Negotiable)Access Zero Brokerage Properties,2.7 Cr,2,2,No Balcony,1 Covered Parking,"Kalpataru Woodsville is one of Central Mumbai's most sought after destination for apartments and this 2 BHK flat in Chandivali is your opportunity to be a part of this community. The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All inRead More"
1 BHK Flat,1.65 Cr,1.65,"MS H20, Kalina, Santacruz East, Mumbai",Santacruz East,Santacruz East,600 sq.ft,600,₹27.50 K/sq.ft,27500.0,3 Year Old,3,Higherof 13 floors,Unfurnished,,1.6 LacsAccess Zero Brokerage Properties,1.65 Cr,1,2,No Balcony,1 Covered Parking,"Best 1 BHK Flat for modern-day lifestyle is now available for sale. Grab this 1 BHK property for sale in one of Mumbai's top location, Santacruz East. It is situated on floor 9. The total number of floors in this Flat is 13. The property price of thiRead More"
2 BHK Flat,2.05 Cr,2.05,"Sahakar Nagar, Chembur, Mumbai",Chembur,Chembur,1200 sq.ft,1200,₹17.08 K/sq.ft,17080.0,3 Year Old,3,Middleof 15 floors,Semi Furnished,,2.0 LacsAccess Zero Brokerage Properties,2.05 Cr,2,2,No Balcony,1 Covered Parking,One of the finest property in Chembur is now available for sale. This is a 2 BHK Flat. Make it yours now. It is on floor 10. It is a 15 storeyed building. The price of this Flat is Rs 2.05 Cr. Other charges when you move into this property include maRead More
2 BHK Flat,2.65 Cr,2.65,"IIT Area, Powai, Mumbai",Powai,Powai,1100 sq.ft,1100,₹24.09 K/sq.ft,24090.0,2 Year Old,2,Middleof 22 floors,,,2.6 Lacs(Negotiable)Access Zero Brokerage Properties,2.65 Cr,2,2,No Balcony,1 Covered Parking,"Property for sale in Powai, Mumbai. This 2 BHK Flat is located in Mumbai's most promising location. It is on floor 14. The total number of floors in this building is 22. This Flat's price is Rs 2.65 Cr. Homebuyers will also need to pay Rs 10000 towarRead More"
2 BHK Flat,2.47 Cr,2.47,"Amruta Heights, Postal Colony, Chembur, Mumbai",Chembur,Chembur,978 sq.ft,978,₹25.25 K/sq.ft,25250.0,1 Years Old,1,Higherof 10 floors,Semi Furnished,,2.5 LacsAccess Zero Brokerage Properties,2.47 Cr,2,2,No Balcony,1 Covered Parking,"Spacious 2bhk flat is located on the 8th floor of a 10th floor building situated on 14th road, just off central avenue road. Priced at 2.47 crores, it offers a generous living space, including a large bedroom. With a prime and silent location in the Read More"
1 BHK Flat,88.0 L,0.88,"Godrej Tranquil, Hanuman Nagar, Kandivali East, Mumbai",Kandivali East,Kandivali East,700 sq.ft,700,₹12.57 K/sq.ft,12570.0,2 Year Old,2,Middleof 21 floors,Unfurnished,Godrej Tranquil,"88,000Access Zero Brokerage Properties",429 sq.ft,1,2,No Balcony,1 Covered Parking,"1 BHK in Godrej Tranquil brand new apartment with all amenities like swimming pool, gym, garden,club house, etc with car parking.
Asking price- 88lakhs 
1 Lac deposit
429sqft.  carpet
With car parking.
Back side facing 
*Sample video* More About ThisRead More"
3 BHK Flat,7.2 Cr,7.2,"Kabra Primera, Nutan Laxmi Colony, Juhu, Mumbai",Juhu,Santacruz West,1600 sq.ft,1600,₹45 K/sq.ft,45000.0,unknown,unknown,unknown,,Kabra Primera,7.2 LacsAccess Zero Brokerage Properties,1250 sq.ft,3,3,1,2 Covered Parking,3bhk with a nice deck in the living room and a separate dry area outside the kitchen in a ready with oc building.  Building has amenities like gymnasium indoor games room roof top terrace garden with a nice sit out area banquet hall etc.  Schools likRead More
3 BHK Flat,5.21 Cr,5.21,"Park Road, Vile Parle East, Mumbai",Vile Parle East,Vile Parle East,1245 sq.ft,1245,₹41.85 K/sq.ft,41850.0,1 Years Old,1,Higherof 8 floors,Unfurnished,,5.2 LacsAccess Zero Brokerage Properties,5.21 Cr,3,3,No Balcony,1 Covered Parking,One of the finest property in Vile Parle East is now available for sale. This is a 3 BHK Flat. Make it yours now. It is on floor 8. It is a 8 storeyed building. The price of this Flat is Rs 5.21 Cr. This Flat is spacious with a built-up area of 1245 Read More
1 BHK Flat,1.15 Cr,1.15,"Fortune Sultanbad Sadan, Patliputra, Jogeshwari West, Mumbai",Jogeshwari West,Jogeshwari West,540 sq.ft,540,₹21.30 K/sq.ft,21300.0,1 Years Old,1,Lowerof 14 floors,Fully Furnished,Fortune Sultanbad Sadan,1.1 LacsAccess Zero Brokerage Properties,440 sq.ft,1,2,No Balcony,1 Covered Parking,"1 BHK Flat for sale in Mumbai. This property is in Jogeshwari West, which is a coveted investment location. This tastefully designed 1 BHK unit is among Mumbai's best properties. Contact now for more details. This property in Mumbai is on floor 4. ThRead More"
2 BHK Flat,2.6 Cr,2.6,"Kalina, Santacruz East, Mumbai",Santacruz East,Santacruz East,850 sq.ft,850,₹30.59 K/sq.ft,30590.0,1 Years Old,1,Middleof 9 floors,Unfurnished,Shreyas,2.6 LacsAccess Zero Brokerage Properties,730 sq.ft,2,2,No Balcony,1 Covered Parking,"2 BHK Flat for sale in Santacruz East, Mumbai - contact now, for details about the most coveted property. This 2 BHK unit is available in Santacruz East and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in SRead More"
2 BHK Flat,2.35 Cr,2.35,"Tridhaatu Morya, Deonar Village, Govandi, Mumbai",Govandi,Govandi,1230 sq.ft,1230,₹19.11 K/sq.ft,19110.0,1 Years Old,1,Middleof 19 floors,Unfurnished,Tridhaatu Morya,2.4 LacsAccess Zero Brokerage Properties,724 sq.ft,2,2,1,1 Covered Parking," Tridhaatu Morya, Chembur East
2BHK Ready to move 
he floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 718 sq.Ft. The flat has a total of 19 floors and this property is sitRead More"
1 BHK Flat,1.6 Cr,1.6,"Kalina, Santacruz East, Mumbai",Santacruz East,Santacruz East,580 sq.ft,580,₹27.59 K/sq.ft,27590.0,unknown,unknown,unknown,,,1.6 LacsAccess Zero Brokerage Properties,1.6 Cr,1,2,No Balcony,1 Covered Parking,"1 BHK Flat for sale in Santacruz East, Mumbai - contact now, for details about the most coveted property. This 1 BHK unit is available in Santacruz East and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in SRead More"
2 BHK Flat,60.0 L,0.6,"Swastik Olive Apartment, Morya Nagar, Nalasopara West, Mumbai",Nalasopara West,Nalasopara West,1080 sq.ft,1080,₹5.55 K/sq.ft,5550.0,2 Year Old,2,Higherof 7 floors,Semi Furnished,Swastik Olive Apartment,No ChargeAccess Zero Brokerage Properties,622 sq.ft,2,1,3,1 Covered and 1 Open Parking,"
Swastik Olive Apartment, located near Dominos Pizza, Patankar Park, in Nalla Sopara, Mumbai, is a residential project developed by Swastik Group. Here's a summary of its key details:

Property Overview: Swastik Olive Apartment offers 3 BHK apartmentRead More"
2 BHK Flat,2.95 Cr,2.95,"BDD Chawls Worli, Worli, Mumbai",Worli,Worli,900 sq.ft,900,₹32.78 K/sq.ft,32780.0,2 BHK,unknown,Lowerof 40 floors,Unfurnished,,No ChargeAccess Zero Brokerage Properties,2.95 Cr,2,2,No Balcony,1 Covered Parking,"Available a 2 bhk residential flat for sale, Building with amenities. It is unfurnished flat. For more details feel free call us ......  OM REALTY More About This Property A 2 BHK Flat for sale in Worli, Mumbai. This beautifully designed 2 BHK unit wRead More"
2 BHK Flat,2.1 Cr,2.1,"Godrej Central, Sahakar Nagar, Chembur, Mumbai",Chembur,Chembur,1050 sq.ft,1050,₹20 K/sq.ft,20000.0,1 Years Old,1,Middleof 15 floors,Unfurnished,Godrej Central,2.1 LacsAccess Zero Brokerage Properties,749 sq.ft,2,2,No Balcony,1 Covered and 1 Open Parking,"2 BHK Flat for sale in Mumbai. This property is in Chembur, which is a coveted investment location. This tastefully designed 2 BHK unit is among Mumbai's best properties. Contact now for more details. This property in Mumbai is on floor 7. The total Read More"
2 BHK Flat,2.2 Cr,2.2,"Mittal Kandivali West , Sai Nagar, Kandivali West, Mumbai",Kandivali West,Kandivali West,950 sq.ft,950,₹23.20 K/sq.ft,23200.0,unknown,unknown,,Unfurnished,2.6 LacsAccess Zero Brokerage Properties,2.2 Cr,2,2,1,More than a month ago,1 Covered Parking,"2 BHK Flat for sale in Kandivali West, Mumbai with modern-day amenities. The Flat is in Kandivali West which is a promising investment destination in Mumbai. This might be your chance to grab the best 2 BHK property for sale in Kandivali West. The prRead More"
2 BHK Flat,2.5 Cr,2.5,"Shapoorji Pallonji Vicinia, Chandivali, Powai, Mumbai",Powai,Powai,1300 sq.ft,1300,₹19.23 K/sq.ft,19230.0,1 Years Old,1,Middleof 20 floors,Unfurnished,Shapoorji Pallonji Vicinia,2.5 LacsAccess Zero Brokerage Properties,888 sq.ft,2,2,1,1 Covered Parking,"Large Size 2BHK Multistory Apartment Flats In Vicinia Shapoorji Pallonji Complex With All Modern Amenities Like Garden,Club House, Children Play Area,Swimming Pool, Gym, Jogging Track ,Corporate Office, Bank, Mall, Hospital, School, Medical Center, DRead More"
1 BHK Flat,1.88 Cr,1.88,"Park Road, Vile Parle East, Mumbai",Vile Parle East,Vile Parle East,615 sq.ft,615,₹30.57 K/sq.ft,30570.0,1 Years Old,1,Higherof 2 floors,Unfurnished,,No ChargeAccess Zero Brokerage Properties,1.88 Cr,1,2,No Balcony,1 Covered Parking,"2 Bhk  apartment is available for sale ready to move. Surrounding with very nice peaceful locality close to highway, station and market. Please contact for more details. More About This Property One of the finest property in Vile Parle East is now avRead More"
4 BHK Flat,15.0 Cr,15.0,"Rustomjee Crown Phase 1, Kamgar Nagar, Prabhadevi, Mumbai",Prabhadevi,Prabhadevi,2200 sq.ft,2200,₹68.18 K/sq.ft,68180.0,3 Year Old,3,Middleof 65 floors,Semi Furnished,Rustomjee Crown Phase 1,15.0 LacsAccess Zero Brokerage Properties,2079 sq.ft,4,4,No Balcony,3 Covered Parking,"Rustomjee Crown is a premium residential project located in Prabhadevi, South Mumbai. It is a luxurious project with high-rise towers, expansive green spaces, and a wide range of amenities. More About This Property Best 4 BHK Flat for modern-day lifeRead More"
2 BHK Flat,1.1 Cr,1.1,"Shapoorji Pallonji Sarova Complex, Singh Agri Estate, Kandivali East, Mumbai",Kandivali East,Kandivali East,645 sq.ft,645,₹17.05 K/sq.ft,17050.0,4 Year Old,4,Higherof 32 floors,Unfurnished,,1.1 LacsAccess Zero Brokerage Properties,1.1 Cr,2,2,No Balcony,1 Covered Parking,"2 BHK Flat for sale in Mumbai. This property is in Kandivali East, which is a coveted investment location. This tastefully designed 2 BHK unit is among Mumbai's best properties. Contact now for more details. This property in Mumbai is on floor 27. ThRead More"
2 BHK Flat,2.0 Cr,2.0,"Vision Heights, Khan Estate, Jogeshwari West, Mumbai",Jogeshwari West,Jogeshwari West,746 sq.ft,746,₹26.81 K/sq.ft,26810.0,1 Years Old,1,Middleof 24 floors,Semi Furnished,Vision Heights,2.0 LacsAccess Zero Brokerage Properties,597 sq.ft,2,2,No Balcony,1 Covered Parking,"Vision Heights by Fiona Realty is one of the well-known Ready to Move-in projects in Jogeshwari West, offering low budget apartments. With almost all basic amenities in place, Vision Heights brings highly affordable yet beautiful. There are 1BHK and Read More"
2 BHK Flat,1.19 Cr,1.19,"Shapoorji Pallonji Sarova, Singh Agri Estate, Kandivali East, Mumbai",Kandivali East,Kandivali East,700 sq.ft,700,₹17 K/sq.ft,17000.0,2 Year Old,2,Middleof 32 floors,Semi Furnished,Shapoorji Pallonji Sarova,1.2 LacsAccess Zero Brokerage Properties,602 sq.ft,2,2,1,1 Open Parking,Excellent spacious 2 BHK flat available for a very cheap and affordable price in a tower with all the amenities like gym swimming pool and community hall on the podium. More About This Property One of the finest property in Kandivali East is now avaiRead More
2 BHK Flat,1.95 Cr,1.95,"Postal Colony, Chembur, Mumbai",Chembur,Chembur,820 sq.ft,820,₹23.78 K/sq.ft,23780.0,2 Year Old,2,Middleof 15 floors,Unfurnished,,1.9 LacsAccess Zero Brokerage Properties,1.95 Cr,2,2,No Balcony,1 Covered Parking,AVAILABLE 2 BHK FOR SALE IN CHEMBUR MUMBAI HARBOUR LINE. IT IS UNFURNISHED FLAT WITH BASIC FITTINGS . IT HAS 650 CARPET WITH ONE CAR PARKING . PRICE 1.95 CR .  More About This Property One of the finest property in Chembur is now available for sale. Read More
1 BHK Flat,33.47 L,0.33,"Sunteck West World, Naigaon East, Mumbai",Naigaon East,Naigaon East,610 sq.ft,610,₹5.49 K/sq.ft,5490.0,1 Years Old,1,Middleof 22 floors,Unfurnished,Sunteck West World,"66,940(Negotiable)Access Zero Brokerage Properties",392 sq.ft,1,1,2,1 Open Parking,"Prime Location, Nice View, Amenities included like Gym, Swimming Pool, Club House, Garden etc., Oc Received Building, Distance From Railway Station is within 1.5km.
 More About This Property A 1 BHK Flat for sale in Naigaon East, Mumbai. This beautifRead More"
2 BHK Flat,1.18 Cr,1.18,"Tagore Nagar, Vikhroli East, Mumbai",Vikhroli East,Vikhroli East,620 sq.ft,620,₹19.03 K/sq.ft,19030.0,4 Year Old,4,Middleof 21 floors,Semi Furnished,Swastik Emerald,1.2 LacsAccess Zero Brokerage Properties,530 sq.ft,2,2,No Balcony,1 Covered and 1 Open Parking,Vikhroli is a developing locality in the eastern part of the Mumbai comprising of multi storey residential as well as commercial developments.  It is growing area driven by proximity to various business parks & IT parks along with excellent connectivRead More
